Job ID,Title,Company,Work Location,Work Style,About Job,Experience required,Skills required,HR Name,HR Link,Resume,Re-posted,Date Posted,Date Applied,Job Link,External Job link,Questions Found,Connect Request
NK_1781791637,Senior Java Fullstack Developer,Stefanini,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 19:37:17,https://www.naukri.com/job-listings-senior-java-fullstack-developer-stefanini-noida-10-to-20-years-170626018528,Naukri Applied,None,No
NK_1781791666,Java & Spark Developer,Global Technology Solutions Company @ Pune,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 19:37:46,https://www.naukri.com/job-listings-java-spark-developer-brainsearch-consulting-pvt-ltd-pune-6-to-9-years-160626015362,Naukri Applied,None,No
NK_1781791685,Software Architect,Deltek,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 19:38:05,https://www.naukri.com/job-listings-software-architect-deltek-bengaluru-8-to-13-years-180626024545,Naukri Applied,None,No
NK_1781791746,Software Engineer,Crossing Hurdles,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 19:39:06,https://www.naukri.com/job-listings-software-engineer-crossing-hurdles-gurugram-3-to-8-years-180626021905,Naukri Applied,None,No
NK_1781791764,Senior Software Engineer,Fulcrum Worldwide Software,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 19:39:24,https://www.naukri.com/job-listings-senior-software-engineer-fulcrum-worldwide-software-pune-7-to-8-years-180626013057,Naukri Applied,None,No
NK_1781791784,React Developer,Ascendion Engineering,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 19:39:44,https://www.naukri.com/job-listings-react-developer-ascendion-engineering-bengaluru-5-to-10-years-180626023111,Naukri Applied,None,No
NK_1781791920,Senior Java Fullstack Developer,Stefanini,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 19:42:00,https://www.naukri.com/job-listings-senior-java-fullstack-developer-stefanini-noida-10-to-20-years-170626018528,Naukri Applied,None,No
NK_1781791938,Software Architect,Deltek,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 19:42:18,https://www.naukri.com/job-listings-software-architect-deltek-bengaluru-8-to-13-years-180626024545,Naukri Applied,None,No
NK_1781791956,Software Engineer,Crossing Hurdles,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 19:42:36,https://www.naukri.com/job-listings-software-engineer-crossing-hurdles-gurugram-3-to-8-years-180626021905,Naukri Applied,None,No
NK_1781791974,Senior Software Engineer,Fulcrum Worldwide Software,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 19:42:54,https://www.naukri.com/job-listings-senior-software-engineer-fulcrum-worldwide-software-pune-7-to-8-years-180626013057,Naukri Applied,None,No
NK_1781792101,Java Developer,Innova Solutions,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 19:45:01,https://www.naukri.com/job-listings-java-developer-innova-solutions-hyderabad-7-to-10-years-300326014200,Naukri Applied,None,No
NK_1781792311,"Associate Staff Engineer, Java Application Support",Nagarro,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 19:48:31,https://www.naukri.com/job-listings-associate-staff-engineer-java-application-support-nagarro-gurugram-4-to-7-years-160626019599,Naukri Applied,None,No
NK_1781792329,Java Back End Developer,Pyramid It Consulting,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 19:48:49,https://www.naukri.com/job-listings-java-back-end-developer-pyramid-it-consulting-pune-6-to-11-years-190526038197,Naukri Applied,None,No
NK_1781792433,Node Js Backend Developer,Elbowcurve,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 19:50:33,https://www.naukri.com/job-listings-node-js-backend-developer-elbowcurve-bengaluru-5-to-9-years-310526002894,Naukri Applied,None,No
NK_1781792538,Software Engineer,Ibrowsejobs Technologies,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 19:52:18,https://www.naukri.com/job-listings-software-engineer-ibrowsejobs-technologies-bengaluru-0-to-5-years-190526017655,Naukri Applied,None,No
NK_1781793508,Senior Java Fullstack Developer,Stefanini,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 20:08:28,https://www.naukri.com/job-listings-senior-java-fullstack-developer-stefanini-noida-10-to-20-years-170626018528,Naukri Applied,None,No
NK_1781793527,Software Architect,Deltek,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 20:08:47,https://www.naukri.com/job-listings-software-architect-deltek-bengaluru-8-to-13-years-180626024545,Naukri Applied,None,No
NK_1781793544,Software Engineer,Crossing Hurdles,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 20:09:04,https://www.naukri.com/job-listings-software-engineer-crossing-hurdles-gurugram-3-to-8-years-180626021905,Naukri Applied,None,No
NK_1781793562,Senior Software Engineer,Fulcrum Worldwide Software,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 20:09:22,https://www.naukri.com/job-listings-senior-software-engineer-fulcrum-worldwide-software-pune-7-to-8-years-180626013057,Naukri Applied,None,No
NK_1781793863,"Associate Staff Engineer, Java Application Support",Nagarro,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 20:14:23,https://www.naukri.com/job-listings-associate-staff-engineer-java-application-support-nagarro-gurugram-4-to-7-years-160626019599,Naukri Applied,None,No
NK_1781793881,Java Back End Developer,Pyramid It Consulting,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 20:14:41,https://www.naukri.com/job-listings-java-back-end-developer-pyramid-it-consulting-pune-6-to-11-years-190526038197,Naukri Applied,None,No
NK_1781793984,Node Js Backend Developer,Elbowcurve,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 20:16:24,https://www.naukri.com/job-listings-node-js-backend-developer-elbowcurve-bengaluru-5-to-9-years-310526002894,Naukri Applied,None,No
NK_1781794087,Software Engineer Staff,Programmers io,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 20:18:07,https://www.naukri.com/job-listings-software-engineer-staff-programmers-io-hyderabad-5-to-10-years-020626024649,Naukri Applied,None,No
NK_1781794105,Senior Software Engineer,JustAnswer Innovations India Private Limited,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 20:18:25,https://www.naukri.com/job-listings-senior-software-engineer-justanswer-innovations-india-private-limited-bengaluru-5-to-10-years-110626019809,Naukri Applied,None,No
NK_1781794131,Senior Software Engineer,PURETECH CODEX,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 20:18:51,https://www.naukri.com/job-listings-senior-software-engineer-puretech-codex-pune-4-to-9-years-260526035628,Naukri Applied,None,No
NK_1781794151,C ++ Software Engineer,dext ai,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 20:19:11,https://www.naukri.com/job-listings-c-software-engineer-dext-ai-gurugram-3-to-8-years-220526013202,Naukri Applied,None,No
NK_1781794178,Senior Software Engineer,Recruito,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 20:19:38,https://www.naukri.com/job-listings-senior-software-engineer-recruito-bengaluru-5-to-9-years-200526035948,Naukri Applied,None,No
NK_1781794514,Senior Software Engineer at An IT Service Company,Talentzo Delhi,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-18,2026-06-18 20:25:14,https://www.naukri.com/job-listings-senior-software-engineer-at-an-it-service-company-talentzo-delhi-hyderabad-7-to-10-years-210526026983,Naukri Applied,None,No
NK_1781927309,Senior Java Fullstack Developer,Stefanini,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-20,2026-06-20 09:18:29,https://www.naukri.com/job-listings-senior-java-fullstack-developer-stefanini-noida-10-to-20-years-170626018528,Naukri Applied,None,No
NK_1781927327,Software Architect,Deltek,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-20,2026-06-20 09:18:47,https://www.naukri.com/job-listings-software-architect-deltek-bengaluru-8-to-13-years-180626024545,Naukri Applied,None,No
NK_1781942525,Senior Java Fullstack Developer,Stefanini,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-20,2026-06-20 13:32:05,https://www.naukri.com/job-listings-senior-java-fullstack-developer-stefanini-noida-10-to-20-years-170626018528,Naukri Applied,None,No
NK_1781942543,Software Architect,Deltek,Pune,Remote,Applied via Naukri Bot Integration,4,Java Full Stack Developer,Unknown,Unknown,PAVAN_WAKADE_4+.pdf,No,2026-06-20,2026-06-20 13:32:23,https://www.naukri.com/job-listings-software-architect-deltek-bengaluru-8-to-13-years-180626024545,Naukri Applied,None,No
2026-06-23 10:38:43,Java Full Stack Developer,ti Steps,applied,
2026-06-23 10:38:52,Java Full Stack Developer,Orcapod Consulting Services,applied,
2026-06-23 10:39:00,Java Full Stack Developer,Infosys,applied,
2026-06-23 10:39:08,Java Full Stack Developer,Canvendor Software solutions,applied,
2026-06-23 10:39:16,Java Full Stack Developer - (Hyderabad),Infosys,applied,
2026-06-23 10:39:45,Senior Java Full Stack Developer,CIEL HR,applied,
2026-06-23 10:39:53,Java Full Stack Developer,Buzzworks,applied,
2026-06-23 10:41:33,Java Full Stack Developer (React),Infosys,applied,
2026-06-23 10:41:42,Java Full Stack Developer (Angular),Infosys,applied,
2026-06-23 10:41:50,Java Full Stack Developer,Infosys,applied,
2026-06-23 10:41:58,Java Full Stack Developer,Tata Consultancy Services,applied,
2026-06-23 10:42:23,Java Full Stack Developer,PTC,applied,
2026-06-23 10:47:53,Developer,ti Steps,applied,
2026-06-23 10:48:03,Backend Systems Developer,Cogenthub,applied,
2026-06-23 10:48:11,Sap Hybris Developer,Bounteous x Accolite,applied,
2026-06-23 10:48:20,CDGC Developer,Blue Rock Management India,applied,
2026-06-23 10:53:50,Backend Systems Developer,Cogenthub,applied,
2026-06-23 10:53:59,Sap Hybris Developer,Bounteous x Accolite,applied,
2026-06-23 10:54:07,CDGC Developer,Blue Rock Management India,applied,
2026-06-23 10:54:15,Web3 Fundraising Lead,Antier Solutions,applied,
2026-06-23 11:15:55,CDGC Developer,Blue Rock Management India,applied,
2026-06-23 11:23:36,Sap Hybris Developer,Bounteous x Accolite,applied,
2026-06-23 11:40:22,CDGC Developer,Blue Rock Management India,applied,
2026-06-23 13:43:36,CDGC Developer,Blue Rock Management India,applied,
2026-06-23 14:30:11,Senior Full Stack Engineer,Augmont Goldtech,applied,
2026-06-23 14:32:55,"Survey Programmer / Senior Survey Programmer | Remote | Delhi, India",Talentra Global Group,applied,
2026-06-23 14:37:09,Sap Hybris Developer,Bounteous x Accolite,applied,
2026-06-24 12:00:00,Full Stack .Net Developer,Doorstep Management Services,applied,
2026-06-24 12:14:46,GenAI Developer,HackerEarth,applied,
2026-06-24 12:28:29,Senior Data Engineer - Pune - Rudder Analytics,Rudder Analytics,applied,
2026-06-24 12:49:34,Python Backend Developer,Unify Technologies,applied,
2026-06-24 12:49:53,Python Backend Developer,Unify Technologies,applied,
2026-06-24 19:37:53,Full Stack Developer (Java + Angular),Mindwise Technologies,applied_external,Applied via company site: https://mindwisetech.com/full-stack
2026-06-24 20:41:36,KVM Developer,NS Global Corporation,applied,,https://www.naukri.com/job-listings-kvm-developer-ns-global-corporation-remote-1-to-5-years-210526505412?src=directSearch&sid=17823127870765308&xp=18&px=1,https://www.naukri.com/myapply/saveApply?strJobsarr=[210526505412]&applytype=single&resId=331608664&ApplyMode=1&id=342682580&src=h&logstr=ArayCompanyApply---directSearch-18-F-0-1--17823127870765308--directSearch&applySrc=ArayCompanyApply-directSearch&multiApplyResp=%7B%22210526505412%22%3A200%7D&jobTitle=KVM%20Developer
2026-06-24 21:09:34,HCL Unica Developer,Entnt,applied,,https://www.naukri.com/job-listings-hcl-unica-developer-entnt-remote-3-to-8-years-131025501730?src=directSearch&sid=17823152584538365&xp=11&px=1,https://careers.entnt.in/notfound
2026-06-24 21:10:11,Senior Java Developer,Immersive Infotech,applied,,https://www.naukri.com/job-listings-senior-java-developer-immerse-infocom-pvt-ltd-remote-2-to-5-years-090625504211?src=directSearch&sid=17823152584538365&xp=12&px=1,https://www.immersiveinfotech.com/career-details
